Name,,Sex,Age,Team,NOC,Year,City,Sport,Event,Gold,Bronze,Silver,None
Takayuki Tanii,,M,33,Serbia,SRB,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,0,0,1,1
Talita Antunes da Rocha,,F,33,France,FRA,2016,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,0,1,0,1
Talita Marie Te Flan,,F,21,Germany,GER,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Individual",0,1,0,1
Talles Frederico Sousa Silva,,M,24,Russia,RUS,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 1,500 metres",0,1,0,1
Tamara Cssia Dias Gomes,,F,28,Germany,GER,2016,Rio de Janeiro,Football,Football Women's Football,1,0,0,1
Tamara T. Tatham,,F,30,Norway,NOR,2016,Rio de Janeiro,Rowing,Rowing Men's Double Sculls,0,1,0,1
Tamara Vega Arroyos,,F,23,Great Britain,GBR,2016,Rio de Janeiro,Diving,Diving Men's Springboard,0,0,1,1
Tameka Williams,,F,26,Germany,GER,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",1,0,0,1
Tamirat Tola Abera,,M,24,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,0,1,1
Tammy Galera Takagi,,F,25,Ethiopia,ETH,2016,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",0,1,0,1
Tams Somorcz,,M,24,South Korea,KOR,2014,Sochi,Figure Skating,Figure Skating Women's Singles,0,0,1,1
Tams Tth,,M,27,Nigeria,NGR,2016,Rio de Janeiro,Football,Football Men's Football,0,1,0,1
Tan Chi-Chung,,M,26,Spain,ESP,2016,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,1,0,0,1
Tan Jiaxin,,F,19,Spain,ESP,2016,Rio de Janeiro,Swimming,Swimming Women's 400 metres Individual Medley,0,1,0,1
Tan Jiaxin,,F,19,Australia,AUS,2016,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,0,0,1,1
Tan Ruyin,,F,22,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,0,0,1,1
Tan Wee Kiong,,M,27,Germany,GER,2016,Rio de Janeiro,Football,Football Men's Football,0,0,1,1
Tan Ya,,M,24,Germany,GER,2016,Rio de Janeiro,Football,Football Men's Football,0,0,1,1
Tan Ya-Ting,,F,22,Canada,CAN,2016,Rio de Janeiro,Diving,Diving Women's Platform,0,1,0,1
Tan Ya-Ting,,F,22,Canada,CAN,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,0,1,0,1
Tang Chiu Mang,,M,26,Great Britain,GBR,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,0,0,1,1
Tang Mengni,,F,22,Great Britain,GBR,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",0,0,1,1
Tang Peng,,M,35,Croatia,CRO,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,0,1,1
Tang Peng,,M,35,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,1,0,0,1
Tang Xingqiang,,M,20,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Team All-Around,1,0,0,1
Tang Yi,,F,23,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Floor Exercise,1,0,0,1
Tang Yuanting,,F,22,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Horse Vault,1,0,0,1
Tanja akelj,,F,27,Lithuania,LTU,2016,Rio de Janeiro,Rowing,Rowing Women's Double Sculls,0,1,0,1
Tara Alice Whitten,,F,36,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,1,0,0,1
Tara Alice Whitten,,F,36,New Zealand,NZL,2016,Rio de Janeiro,Sailing,Sailing Women's Two Person Dinghy,0,0,1,1
Taryn Suttie,,F,25,United States,USA,2014,Sochi,Freestyle Skiing,Freestyle Skiing Men's Halfpipe,1,0,0,1
Tatenda Tsumba,,M,24,France,FRA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,0,0,1,1
Tatyana Vladimirova Yerokhina,,F,31,Germany,GER,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,1,0,1
Tatyana Vladimirovna Troina,,F,35,Sweden,SWE,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",0,1,0,1
Taybe Mustafa Yusein,,F,25,Great Britain,GBR,2016,Rio de Janeiro,Cycling,Cycling Women's Omnium,1,0,0,1
Taylor Worth,,M,25,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,1,0,0,1
Taylor Worth,,M,25,Germany,GER,2016,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,0,0,1,1
Tee Jing Yi,,F,25,Great Britain,GBR,2016,Rio de Janeiro,Triathlon,Triathlon Men's Olympic Distance,0,0,1,1
Teo Shun Xie,,F,27,Italy,ITA,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,0,0,1,1
Teo Shun Xie,,F,27,China,CHN,2016,Rio de Janeiro,Athletics,Athletics Men's 20 kilometres Walk,0,0,1,1
Teray Smith,,M,21,Italy,ITA,2014,Sochi,Biathlon,Biathlon Mixed 2 x 6 kilometres and 2 x 7.5 kilometres Relay,0,1,0,1
Terina Lily Te Tamaki,,F,19,Germany,GER,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",1,0,0,1
Tero Seppo Vlimki,,M,34,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres,0,1,0,1
Tess Wester,,F,23,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,1,0,0,1
Tessa Johanna van Schagen,,F,22,New Zealand,NZL,2016,Rio de Janeiro,Golf,Golf Women's Individual,0,0,1,1
Tessa Johanna van Schagen,,F,22,Japan,JPN,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,1,0,1
Tetiana Heorhivna Sorochynska-Bilenko,,F,32,Italy,ITA,2014,Sochi,Figure Skating,Figure Skating Women's Singles,0,1,0,1
Thaisa de Moraes Rosa Morenio,,F,27,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Freestyle,1,0,0,1
Thasa Daher de Menezes,,F,29,Russia,RUS,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",1,0,0,1
Thch Kim Tun,,M,22,United States,USA,2016,Rio de Janeiro,Athletics,"Athletics Men's 1,500 metres",1,0,0,1
Theo van de Vendel,,M,35,New Zealand,NZL,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",0,0,1,1
Theo van de Vendel,,M,35,Netherlands,NED,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,0,1,1
Thet Ei Ei,,F,23,Ukraine,UKR,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, 200 metres",1,0,0,1
Thiago Maia Alencar,,M,19,United States,USA,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",0,0,1,1
Thiago Teixeira Simon,,M,26,Norway,NOR,2014,Sochi,Cross Country Skiing,Cross Country Skiing Women's Team Sprint,1,0,0,1
Thibaut Simon,,M,32,Norway,NOR,2014,Sochi,Biathlon,Biathlon Men's 10 kilometres Sprint,1,0,0,1
Thibaut Vallette,,M,42,Great Britain,GBR,2016,Rio de Janeiro,Cycling,Cycling Women's Keirin,0,0,1,1
Thibaut Vallette,,M,42,Grenada,GRN,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres,0,0,1,1
Thijs Visser,,M,26,Russia,RUS,2016,Rio de Janeiro,Handball,Handball Women's Handball,1,0,0,1
Thint Myaat,,M,14,Kenya,KEN,2016,Rio de Janeiro,Athletics,"Athletics Women's 5,000 metres",1,0,0,1
Thomas Simart,,M,28,Switzerland-1,SUI,2014,Sochi,Bobsleigh,Bobsleigh Men's Two,0,0,1,1
Thomas Springer,,M,31,Sweden,SWE,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,0,1,1
Thomas Van der Plaetsen,,M,25,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Individual Medley,0,0,1,1
Thomas Zajac,,M,30,Uzbekistan,UZB,2016,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,0,1,0,1
Thulasi Tharumalingam,,M,23,South Korea,KOR,2016,Rio de Janeiro,Archery,Archery Women's Individual,1,0,0,1
Tia-Clair Toomey,,F,23,United States,USA,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,1,0,0,1
Tiago Rafael Maia Silva,,M,23,Russia,RUS,2014,Sochi,Short Track Speed Skating,"Short Track Speed Skating Men's 5,000 metres Relay",1,0,0,1
Tian Tao,,M,22,Brazil,BRA,2016,Rio de Janeiro,Judo,Judo Men's Heavyweight,0,1,0,1
Tie Ya Na,,F,37,Fiji,FIJ,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,1,0,0,1
Tigist Tufa,,F,29,Canada,CAN,2016,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,0,1,0,1
Tim Veldt,,M,32,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,1,0,0,1
Tim Veldt,,M,32,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 100 metres Freestyle Relay,0,0,1,1
Tim Wellens,,M,25,Great Britain,GBR,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,0,0,1,1
Tim Wellens,,M,25,France,FRA,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",0,1,0,1
"Timaima ""Tima"" Tamoi",,F,28,Canada,CAN,2016,Rio de Janeiro,Football,Football Women's Football,0,1,0,1
"Timothy ""Tim"" Wynter",,M,20,Great Britain,GBR,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,0,1,1
Timothy Aaron Wang,,M,24,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Men's Coxless Fours,1,0,0,1
Timothy Toroitich,,M,24,France,FRA,2016,Rio de Janeiro,Handball,Handball Women's Handball,0,0,1,1
Tina Re Skaar,,F,22,United States-2,USA,2014,Sochi,Bobsleigh,Bobsleigh Women's Two,0,1,0,1
Tina Trstenjak,,F,25,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,0,1,0,1
Tina utej,,F,27,Russia,RUS,2014,Sochi,Snowboarding,Snowboarding Men's Parallel Giant Slalom,1,0,0,1
Tinne Eva Caroline Wilhelmsson-Silfvn,,F,49,Serbia,SRB,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,0,1,0,1
Tinne Eva Caroline Wilhelmsson-Silfvn,,F,49,Serbia,SRB,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,0,0,1,1
Tirfi Tsegaye Beyene,,F,31,Spain,ESP,2016,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,0,0,1,1
Tjaa Vozel,,F,22,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 100 metres Breaststroke,0,1,0,1
Tnde Szab,,F,27,Indonesia,INA,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Flyweight,0,0,1,1
Toea Wisil,,F,28,New Zealand,NZL,2016,Rio de Janeiro,Shooting,Shooting Women's Trap,0,0,1,1
Tom Stank,,M,25,Canada-1,CAN,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing,0,0,1,1
"Tomas ""Tom"" Walsh",,M,24,Colombia,COL,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Lightweight,0,1,0,1
Tommy Sugiarto,,M,28,Finland,FIN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,1,0,1
Tomomi Tanaka,,F,28,Great Britain,GBR,2016,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,0,0,1,1
Tomoya Tamura,,M,23,Ukraine,UKR,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",0,0,1,1
Toms Skuji,,M,25,Germany,GER,2014,Sochi,Luge,Luge Women's Singles,1,0,0,1
Tone Wieten,,M,22,Great Britain,GBR,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,1,0,0,1
Toni Paul Wilhelm,,M,33,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,0,0,1,1
Toni Stipanovi,,M,30,Norway,NOR,2014,Sochi,Snowboarding,Snowboarding Men's Slopestyle,0,0,1,1
Toni Syarifudin,,M,25,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,0,1,0,1
Toni-Ann Natasha Williams,,F,20,Germany,GER,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",1,0,0,1
Toni-Ann Natasha Williams,,F,20,Great Britain,GBR,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,0,0,1,1
Toni-Ann Natasha Williams,,F,20,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,1,0,0,1
Toni-Ann Natasha Williams,,F,20,Argentina,ARG,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,1,0,0,1
Tony Tuivuna,,M,21,Germany,GER,2016,Rio de Janeiro,Football,Football Men's Football,0,0,1,1
Tony Victor James Yoka,,M,24,Hungary,HUN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",1,0,0,1
Toshikazu Yamashita,,M,39,Denmark,DEN,2016,Rio de Janeiro,Athletics,Athletics Women's 400 metres Hurdles,0,0,1,1
Toshikazu Yamashita,,M,39,Kazakhstan,KAZ,2016,Rio de Janeiro,Judo,Judo Men's Extra-Lightweight,0,0,1,1
Toshikazu Yamashita,,M,39,Australia,AUS,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,0,1,0,1
Travis Stevens,,M,30,Finland,FIN,2014,Sochi,Ice Hockey,Ice Hockey Men's Ice Hockey,0,1,0,1
Triyatno,,M,28,Jamaica,JAM,2016,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,0,0,1,1
Trn L Quc Ton,,M,27,Italy,ITA,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,1,0,1
Trn Quc Cng,,M,42,Colombia,COL,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,1,0,0,1
Trn Quc Cng,,M,42,Canada,CAN,2016,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,0,1,0,1
Tsai Chia-Hsin,,M,34,Belarus,BLR,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",0,1,0,1
Tsai Ming-Yen,,M,20,Croatia,CRO,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,0,1,1
Tse Ying Suet,,F,24,United States,USA,2016,Rio de Janeiro,Archery,Archery Men's Team,0,0,1,1
Tsedevsurengiin Mnkhzaya,,F,30,Spain,ESP,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,0,1,0,1
Tsegai Tewelde,,M,26,Serbia,SRB,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,0,1,0,1
Tsend-Ayushiin Naranjargal,,F,24,Russia,RUS,2016,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Team",1,0,0,1
Tsend-Ochiryn Tsogtbaatar,,M,20,Uzbekistan,UZB,2016,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,1,0,0,1
Tseveenravdangiin Byambajav,,M,26,Ethiopia,ETH,2016,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",0,1,0,1
Tsholofelo Thipe (Selemela-),,F,29,Kenya,KEN,2016,Rio de Janeiro,Athletics,"Athletics Women's 10,000 metres",0,0,1,1
Tsogbadrakhyn Mnkhzul,,F,35,Israel,ISR,2016,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,0,1,0,1
Tsogbadrakhyn Mnkhzul,,F,35,Iran,IRI,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Super-Heavyweight, Freestyle",0,0,1,1
Tutya Ylmaz,,F,17,China,CHN,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,0,0,1,1
Tutya Ylmaz,,F,17,China,CHN,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Individual",0,1,0,1
Tutya Ylmaz,,F,17,China,CHN,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",0,0,1,1
Tutya Ylmaz,,F,17,China,CHN,2016,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",0,0,1,1
Tuula Tenkanen,,F,25,Serbia,SRB,2016,Rio de Janeiro,Basketball,Basketball Women's Basketball,0,1,0,1
Twan Machiel Johannes van Gendt,,M,24,Kosovo,KOS,2016,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,1,0,0,1
Tyrone Mark Eugene Smith,,M,31,Germany,GER,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Super G,0,0,1,1
Ubaldina Valoyes Cuesta,,F,34,Netherlands,NED,2016,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,0,0,1,1
Uro Zorman,,M,36,Kazakhstan,KAZ,2016,Rio de Janeiro,Weightlifting,Weightlifting Men's Heavyweight,0,1,0,1
V Th Trang,,F,24,United States,USA,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres,0,1,0,1
V Thnh An,,M,23,Romania,ROU,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles,0,0,1,1
Vadim Nikolayevich Streltsov,,M,30,Russia,RUS,2014,Sochi,Figure Skating,Figure Skating Women's Singles,1,0,0,1
Vadim Skorovarov,,M,19,Canada,CAN,2014,Sochi,Curling,Curling Men's Curling,1,0,0,1
Vagner Jnior Souta,,M,25,Slovakia,SVK,2014,Sochi,Biathlon,Biathlon Women's 7.5 kilometres Sprint,1,0,0,1
Vaida sinait,,F,28,China-1,CHN,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,0,1,0,1
Valent Sinkovi,,M,28,Russia,RUS,2014,Sochi,Luge,Luge Mixed Team Relay,0,0,1,1
Valentin Verga,,M,26,Netherlands,NED,2016,Rio de Janeiro,Cycling,Cycling Women's Keirin,1,0,0,1
Valentina Truppa,,F,30,Brazil,BRA,2016,Rio de Janeiro,Football,Football Men's Football,1,0,0,1
Valeria Straneo,,F,40,Sweden,SWE,2014,Sochi,Curling,Curling Women's Curling,0,0,1,1
Valeriya Sergeyevna Zholobova-Koblova,,F,23,New Zealand,NZL,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,0,0,1,1
Vanessa Chefer Spnola,,F,26,China,CHN,2014,Sochi,Short Track Speed Skating,Short Track Speed Skating Women's 500 metres,1,0,0,1
Vanessa Martina Zambotti Barreto,,F,34,Netherlands,NED,2016,Rio de Janeiro,Cycling,"Cycling Women's Road Race, Individual",1,0,0,1
Vasilij bogar,,M,40,South Africa,RSA,2016,Rio de Janeiro,Athletics,Athletics Women's Javelin Throw,0,0,1,1
Vasiliki Vougiouka,,F,30,Australia,AUS,2016,Rio de Janeiro,Cycling,Cycling Women's Keirin,0,1,0,1
Vasily Mikhaylovich Yegorov,,M,22,United States,USA,2016,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,0,0,1,1
Velimir Stjepanovi,,M,22,United States,USA,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,0,1,1
Velimir Stjepanovi,,M,22,Switzerland,SUI,2014,Sochi,Ice Hockey,Ice Hockey Women's Ice Hockey,0,1,0,1
Velimir Stjepanovi,,M,22,Germany,GER,2014,Sochi,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,0,0,1,1
Venilton Torres Teixeira,,M,20,Russia,RUS,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Heavyweight, Freestyle",0,1,0,1
Venus Ebony Starr Williams,,F,36,Spain,ESP,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,0,1,0,1
Venus Ebony Starr Williams,,F,36,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,1,0,1
Venus Ebony Starr Williams,,F,36,Iran,IRI,2016,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",0,1,0,1
Vera Aleksandrovna Vetrova (Ulyakina-),,F,29,Norway,NOR,2016,Rio de Janeiro,Handball,Handball Women's Handball,0,1,0,1
Vera Dorothea Wilhelmina van Pol,,F,22,South Korea,KOR,2016,Rio de Janeiro,Taekwondo,Taekwondo Men's Flyweight,0,1,0,1
Vera Dorothea Wilhelmina van Pol,,F,22,South Korea,KOR,2016,Rio de Janeiro,Archery,Archery Men's Team,1,0,0,1
Veronika Anatolyevna Yesipovich,,F,20,Croatia,CRO,2016,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,0,0,1,1
Vesa Trnroos,,M,33,Brazil,BRA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,1,0,0,1
Victoria Thornley,,F,28,Australia,AUS,2016,Rio de Janeiro,Rowing,Rowing Women's Single Sculls,1,0,0,1
Victoria Travascio,,F,28,New Zealand,NZL,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,0,0,1,1
Vikas Krishan Yadav,,M,24,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,0,1,0,1
Viktor Tepl,,M,25,Spain,ESP,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,0,1,0,1
Viktor Troicki,,M,30,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,1,0,0,1
Viktor Vladimirovich Staselovich,,M,22,Russia-1,RUS,2014,Sochi,Bobsleigh,Bobsleigh Men's Four,1,0,0,1
Viktoriya Viktorivna Tkachuk,,F,21,Italy,ITA,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,0,1,0,1
Viktoriya Viktorivna Turks,,F,28,Kazakhstan,KAZ,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,0,1,0,1
Viktoriya Viktorovna Zyabkina,,F,23,Serbia,SRB,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,0,0,1,1
Viktoriya Viktorovna Zyabkina,,F,23,Uzbekistan,UZB,2016,Rio de Janeiro,Boxing,Boxing Men's Flyweight,1,0,0,1
Viktoriya Viktorovna Zyabkina,,F,23,Serbia,SRB,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 1,000 metres",0,0,1,1
Viktoriya Volodymyrivna Us,,F,23,Australia,AUS,2016,Rio de Janeiro,Swimming,Swimming Men's 400 metres Freestyle,1,0,0,1
Viktoriya Yuryevna Zhilinskayte,,F,27,Thailand,THA,2016,Rio de Janeiro,Taekwondo,Taekwondo Women's Flyweight,0,1,0,1
Vincent van der Want,,M,30,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,0,1,1
Vincent Vanasch,,M,28,Hungary,HUN,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",1,0,0,1
"Virginia ""Ginny"" Thrasher",,F,19,France,FRA,2016,Rio de Janeiro,Cycling,Cycling Men's Team Sprint,0,1,0,1
"Virginia ""Ginny"" Thrasher",,F,19,Canada,CAN,2016,Rio de Janeiro,Football,Football Women's Football,0,1,0,1
Virimi Vakatawa,,M,24,Japan,JPN,2016,Rio de Janeiro,Wrestling,"Wrestling Women's Lightweight, Freestyle",1,0,0,1
Vitzslav Vesel,,M,33,Germany,GER,2016,Rio de Janeiro,Hockey,Hockey Women's Hockey,0,1,0,1
Vladimir timac,,M,28,Czech Republic,CZE,2014,Sochi,Snowboarding,Snowboarding Women's Boardercross,1,0,0,1
Vladimir Torubarov,,M,23,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Freestyle Relay,1,0,0,1
Vladislav Pavlovich Yakovlev,,M,23,United States,USA,2016,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,1,0,0,1
Vn Ngc T,,F,28,Denmark,DEN,2016,Rio de Janeiro,Handball,Handball Men's Handball,1,0,0,1
Vng Th Huyn,,F,24,Germany,GER,2016,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Team",0,1,0,1
Vsevolod Vladimirovich Zanko,,M,21,Belgium,BEL,2016,Rio de Janeiro,Hockey,Hockey Men's Hockey,0,0,1,1
Walace Souza Silva,,M,21,Spain,ESP,2016,Rio de Janeiro,Basketball,Basketball Men's Basketball,0,1,0,1
Wallace Leandro de Souza,,M,29,Japan,JPN,2016,Rio de Janeiro,Table Tennis,Table Tennis Men's Team,0,0,1,1
Wang Aichen,,M,31,United States,USA,2016,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,0,1,0,1
Wang Chunxin,,M,18,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke,1,0,0,1
Wang Chunyu,,F,21,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 200 metres Backstroke,1,0,0,1
Wang Dapeng,,M,19,United States,USA,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,1,0,0,1
Wang Dapeng,,M,19,Great Britain,GBR,2016,Rio de Janeiro,Tennis,Tennis Men's Singles,1,0,0,1
Wang Fan,,F,22,United States,USA,2016,Rio de Janeiro,Rowing,Rowing Women's Coxed Eights,1,0,0,1
Wang Jeung-Hun,,M,20,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Individual All-Around,0,1,0,1
Wang Jianan,,M,19,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Women's Uneven Bars,1,0,0,1
Wang Lianyuan,,F,21,Slovakia,SVK,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",0,0,1,1
Wang Lumin,,M,25,Spain-2,ESP,2016,Rio de Janeiro,Tennis,Tennis Men's Doubles,1,0,0,1
Wang Mengyu,,F,24,United States,USA,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse,0,1,0,1
Wang Na,,F,21,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Men's Half-Middleweight,0,1,0,1
Wang Qiang,,F,24,Russia,RUS,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Team All-Around,0,0,1,1
Wang Shanshan,,F,26,Poland,POL,2016,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",0,1,0,1
Wang Shijia,,F,22,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,1,0,1
Wang Shuang,,F,21,Japan,JPN,2016,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,0,1,0,1
Wang Shun,,M,22,Japan,JPN,2016,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,0,1,0,1
Wang Shun,,M,22,Fiji,FIJ,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,1,0,0,1
Wang Tiexin,,M,27,France,FRA,2016,Rio de Janeiro,Handball,Handball Men's Handball,0,0,1,1
Wang Wei,,M,28,New Zealand,NZL,2016,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,0,0,1,1
Wang Xiaoli,,F,34,Indonesia-1,INA,2016,Rio de Janeiro,Badminton,Badminton Mixed Doubles,1,0,0,1
